Source,Target,Type,Id,Label,Weight
22982,23266,Undirected,48932,,1
22982,23295,Undirected,48953,,1
22982,23303,Undirected,48954,,1
22982,23308,Undirected,48955,,1
22982,23310,Undirected,48956,,1
22984,22993,Undirected,48482,,1
22984,22994,Undirected,48538,,1
22984,22996,Undirected,48539,,1
22984,23000,Undirected,48540,,1
22984,23011,Undirected,48541,,1
22984,23024,Undirected,48603,,1
22984,23085,Undirected,48715,,1
22984,23087,Undirected,48716,,1
22984,23127,Undirected,48750,,1
22984,23156,Undirected,48779,,1
22984,23212,Undirected,48869,,1
22984,23221,Undirected,48870,,1
22984,23288,Undirected,48935,,1
22984,23325,Undirected,48971,,1
22985,23000,Undirected,48542,,1
22985,23040,Undirected,48604,,1
22985,23041,Undirected,48605,,1
22985,23050,Undirected,48606,,1
22985,23052,Undirected,48607,,1
22985,23065,Undirected,48657,,1
22985,23068,Undirected,48658,,1
22985,23083,Undirected,48659,,1
22985,23100,Undirected,48717,,1
22985,23125,Undirected,48751,,1
22985,23152,Undirected,48780,,1
22985,23155,Undirected,48781,,1
22985,23168,Undirected,48782,,1
22985,23189,Undirected,48816,,1
22985,23213,Undirected,48871,,1
22993,22994,Undirected,48558,,1
22993,22996,Undirected,48559,,1
22993,23000,Undirected,48560,,1
22993,23006,Undirected,48561,,1
22993,23007,Undirected,48562,,1
22993,23009,Undirected,48563,,1
22993,23011,Undirected,48564,,1
22993,23015,Undirected,48565,,1
22993,23034,Undirected,48612,,1
22993,23037,Undirected,48613,,1
22993,23040,Undirected,48614,,1
22993,23041,Undirected,48615,,1
22993,23050,Undirected,48616,,1
22993,23051,Undirected,48617,,1
22993,23052,Undirected,48618,,1
22993,23063,Undirected,48669,,1
22993,23066,Undirected,48670,,1
22993,23068,Undirected,48671,,1
22993,23100,Undirected,48724,,1
22993,23106,Undirected,48725,,1
22993,23125,Undirected,48754,,1
22993,23151,Undirected,48785,,1
22993,23155,Undirected,48786,,1
22993,23168,Undirected,48787,,1
22993,23175,Undirected,48827,,1
22993,23189,Undirected,48828,,1
22993,23193,Undirected,48829,,1
22993,23199,Undirected,48830,,1
22993,23212,Undirected,48874,,1
22993,23221,Undirected,48875,,1
22993,23228,Undirected,48876,,1
22993,23230,Undirected,48877,,1
22993,23254,Undirected,48914,,1
22993,23268,Undirected,48942,,1
22993,23277,Undirected,48943,,1
22993,23289,Undirected,48944,,1
22993,23306,Undirected,48958,,1
22993,23325,Undirected,48975,,1
22993,23330,Undirected,48976,,1
22994,22996,Undirected,48977,,1
22994,23000,Undirected,48978,,1
22994,23006,Undirected,48979,,1
22994,23032,Undirected,49092,,1
22994,23059,Undirected,49257,,1
22994,23069,Undirected,49258,,1
22994,23100,Undirected,49343,,1
22994,23107,Undirected,49344,,1
22994,23156,Undirected,49430,,1
22994,23189,Undirected,49491,,1
22994,23193,Undirected,49492,,1
22994,23212,Undirected,49534,,1
22994,23268,Undirected,49666,,1
22994,23288,Undirected,49667,,1
22994,23289,Undirected,49668,,1
22994,23325,Undirected,49774,,1
22994,23350,Undirected,49775,,1
22996,22997,Undirected,48982,,1
22996,22999,Undirected,48983,,1
22996,23000,Undirected,48984,,1
22996,23002,Undirected,48985,,1
22996,23007,Undirected,48986,,1
22996,23034,Undirected,49093,,1
22996,23037,Undirected,49094,,1
22996,23040,Undirected,49095,,1
22996,23041,Undirected,49096,,1
22996,23049,Undirected,49097,,1
22996,23052,Undirected,49098,,1
22996,23066,Undirected,49265,,1
22996,23068,Undirected,49266,,1
22996,23069,Undirected,49267,,1
22996,23083,Undirected,49268,,1
22996,23085,Undirected,49347,,1
22996,23086,Undirected,49348,,1
22996,23089,Undirected,49349,,1
22996,23092,Undirected,49350,,1
22996,23100,Undirected,49351,,1
22996,23106,Undirected,49352,,1
22996,23121,Undirected,49400,,1
22996,23125,Undirected,49401,,1
22996,23130,Undirected,49402,,1
22996,23153,Undirected,49435,,1
22996,23155,Undirected,49436,,1
22996,23156,Undirected,49437,,1
22996,23168,Undirected,49438,,1
22996,23183,Undirected,49494,,1
22996,23189,Undirected,49495,,1
22996,23190,Undirected,49496,,1
22996,23193,Undirected,49497,,1
22996,23204,Undirected,49538,,1
22996,23210,Undirected,49539,,1
22996,23212,Undirected,49540,,1
22996,23221,Undirected,49541,,1
22996,23228,Undirected,49542,,1
22996,23251,Undirected,49619,,1
22996,23325,Undirected,49777,,1
23000,23002,Undirected,48998,,1
23000,23003,Undirected,48999,,1
23000,23006,Undirected,49000,,1
23000,23007,Undirected,49001,,1
23000,23011,Undirected,49002,,1
23000,23024,Undirected,49116,,1
23000,23025,Undirected,49117,,1
23000,23034,Undirected,49118,,1
23000,23036,Undirected,49119,,1
23000,23037,Undirected,49120,,1
23000,23040,Undirected,49121,,1
23000,23041,Undirected,49122,,1
23000,23050,Undirected,49123,,1
23000,23051,Undirected,49124,,1
23000,23055,Undirected,49283,,1
23000,23056,Undirected,49284,,1
23000,23063,Undirected,49285,,1
23000,23065,Undirected,49286,,1
23000,23066,Undirected,49287,,1
23000,23068,Undirected,49288,,1
23000,23069,Undirected,49289,,1
23000,23070,Undirected,49290,,1
23000,23071,Undirected,49291,,1
23000,23079,Undirected,49292,,1
23000,23085,Undirected,49362,,1
23000,23094,Undirected,49363,,1
23000,23100,Undirected,49364,,1
23000,23106,Undirected,49365,,1
23000,23121,Undirected,49409,,1
23000,23125,Undirected,49410,,1
23000,23151,Undirected,49448,,1
23000,23152,Undirected,49449,,1
23000,23153,Undirected,49450,,1
23000,23154,Undirected,49451,,1
23000,23155,Undirected,49452,,1
23000,23168,Undirected,49453,,1
23000,23170,Undirected,49454,,1
23000,23175,Undirected,49509,,1
23000,23189,Undirected,49510,,1
23000,23193,Undirected,49511,,1
23000,23198,Undirected,49512,,1
23000,23199,Undirected,49513,,1
23000,23212,Undirected,49552,,1
23000,23213,Undirected,49553,,1
23000,23217,Undirected,49554,,1
23000,23221,Undirected,49555,,1
23000,23223,Undirected,49556,,1
23000,23227,Undirected,49557,,1
23000,23228,Undirected,49558,,1
23000,23230,Undirected,49559,,1
23000,23232,Undirected,49560,,1
23000,23252,Undirected,49626,,1
23000,23254,Undirected,49627,,1
23000,23256,Undirected,49628,,1
23000,23257,Undirected,49629,,1
23000,23264,Undirected,49675,,1
23000,23266,Undirected,49676,,1
23000,23277,Undirected,49677,,1
23000,23288,Undirected,49678,,1
23000,23289,Undirected,49679,,1
23000,23292,Undirected,49680,,1
23000,23296,Undirected,49721,,1
23000,23299,Undirected,49722,,1
23000,23303,Undirected,49723,,1
23000,23306,Undirected,49724,,1
23000,23308,Undirected,49725,,1
23000,23310,Undirected,49726,,1
23000,23320,Undirected,49727,,1
23000,23324,Undirected,49778,,1
23000,23325,Undirected,49779,,1
23000,23330,Undirected,49780,,1
23000,23340,Undirected,49781,,1
23000,23350,Undirected,49782,,1
23002,23013,Undirected,49003,,1
23002,23026,Undirected,49125,,1
23002,23037,Undirected,49126,,1
23002,23040,Undirected,49127,,1
23002,23041,Undirected,49128,,1
23002,23050,Undirected,49129,,1
23002,23052,Undirected,49130,,1
23002,23066,Undirected,49293,,1
23002,23068,Undirected,49294,,1
23002,23069,Undirected,49295,,1
23002,23070,Undirected,49296,,1
23002,23071,Undirected,49297,,1
23002,23083,Undirected,49298,,1
23002,23085,Undirected,49367,,1
23002,23100,Undirected,49368,,1
23002,23152,Undirected,49455,,1
23002,23153,Undirected,49456,,1
23002,23168,Undirected,49457,,1
23002,23189,Undirected,49514,,1
23002,23190,Undirected,49515,,1
23002,23193,Undirected,49516,,1
23002,23213,Undirected,49562,,1
23002,23221,Undirected,49563,,1
23002,23228,Undirected,49564,,1
23002,23266,Undirected,49681,,1
23002,23310,Undirected,49728,,1
23037,23040,Undirected,49846,,1
23037,23041,Undirected,49847,,1
23037,23050,Undirected,49848,,1
23037,23051,Undirected,49849,,1
23037,23052,Undirected,49850,,1
23037,23065,Undirected,49913,,1
23037,23066,Undirected,49914,,1
23037,23068,Undirected,49915,,1
23037,23071,Undirected,49916,,1
23037,23085,Undirected,49989,,1
23037,23100,Undirected,49990,,1
23037,23106,Undirected,49991,,1
23037,23125,Undirected,50032,,1
23037,23130,Undirected,50033,,1
23037,23152,Undirected,50081,,1
23037,23153,Undirected,50082,,1
23037,23168,Undirected,50083,,1
23037,23183,Undirected,50126,,1
23037,23189,Undirected,50127,,1
23037,23190,Undirected,50128,,1
23037,23193,Undirected,50129,,1
23037,23213,Undirected,50192,,1
23037,23221,Undirected,50193,,1
23037,23228,Undirected,50194,,1
23037,23232,Undirected,50195,,1
23037,23257,Undirected,50252,,1
23037,23266,Undirected,50305,,1
23037,23295,Undirected,50357,,1
23037,23310,Undirected,50358,,1
23037,23330,Undirected,50386,,1
23040,23041,Undirected,49852,,1
23040,23050,Undirected,49853,,1
23040,23051,Undirected,49854,,1
23040,23052,Undirected,49855,,1
23040,23065,Undirected,49924,,1
23040,23066,Undirected,49925,,1
23040,23068,Undirected,49926,,1
23040,23069,Undirected,49927,,1
23040,23070,Undirected,49928,,1
23040,23071,Undirected,49929,,1
23040,23083,Undirected,49930,,1
23040,23085,Undirected,49993,,1
23040,23100,Undirected,49994,,1
23040,23106,Undirected,49995,,1
23040,23109,Undirected,49996,,1
23040,23121,Undirected,50036,,1
23040,23125,Undirected,50037,,1
23040,23129,Undirected,50038,,1
23040,23130,Undirected,50039,,1
23040,23142,Undirected,50040,,1
23040,23151,Undirected,50085,,1
23040,23152,Undirected,50086,,1
23040,23153,Undirected,50087,,1
23040,23155,Undirected,50088,,1
23040,23168,Undirected,50089,,1
23040,23172,Undirected,50090,,1
23040,23189,Undirected,50130,,1
23040,23193,Undirected,50131,,1
23040,23204,Undirected,50196,,1
23040,23213,Undirected,50197,,1
23040,23218,Undirected,50198,,1
23040,23221,Undirected,50199,,1
23040,23223,Undirected,50200,,1
23040,23228,Undirected,50201,,1
23040,23237,Undirected,50254,,1
23040,23244,Undirected,50255,,1
23040,23252,Undirected,50256,,1
23040,23266,Undirected,50306,,1
23040,23269,Undirected,50307,,1
23040,23270,Undirected,50308,,1
23040,23275,Undirected,50309,,1
23040,23291,Undirected,50310,,1
23040,23295,Undirected,50360,,1
23040,23303,Undirected,50361,,1
23040,23308,Undirected,50362,,1
23040,23310,Undirected,50363,,1
23040,23320,Undirected,50364,,1
23040,23325,Undirected,50387,,1
23040,23330,Undirected,50388,,1
23040,23340,Undirected,50389,,1
23041,23050,Undirected,49856,,1
23041,23052,Undirected,49857,,1
23041,23071,Undirected,49931,,1
23041,23168,Undirected,50091,,1
23041,23189,Undirected,50132,,1
23041,23207,Undirected,50202,,1
23041,23213,Undirected,50203,,1
23041,23254,Undirected,50257,,1
23050,23051,Undirected,49864,,1
23050,23052,Undirected,49865,,1
23050,23066,Undirected,49936,,1
23050,23071,Undirected,49937,,1
23050,23083,Undirected,49938,,1
23050,23100,Undirected,50005,,1
23050,23106,Undirected,50006,,1
23050,23152,Undirected,50100,,1
23050,23153,Undirected,50101,,1
23050,23171,Undirected,50102,,1
23050,23213,Undirected,50215,,1
23050,23218,Undirected,50216,,1
23050,23221,Undirected,50217,,1
23050,23244,Undirected,50273,,1
23050,23266,Undirected,50318,,1
23050,23269,Undirected,50319,,1
23050,23295,Undirected,50374,,1
23051,23052,Undirected,49866,,1
23051,23065,Undirected,49939,,1
23051,23068,Undirected,49940,,1
23051,23069,Undirected,49941,,1
23051,23070,Undirected,49942,,1
23051,23071,Undirected,49943,,1
23051,23085,Undirected,50007,,1
23051,23100,Undirected,50008,,1
23051,23106,Undirected,50009,,1
23051,23141,Undirected,50049,,1
23051,23151,Undirected,50103,,1
23051,23152,Undirected,50104,,1
23051,23168,Undirected,50105,,1
23051,23189,Undirected,50149,,1
23051,23193,Undirected,50150,,1
23051,23221,Undirected,50218,,1
23051,23228,Undirected,50219,,1
23051,23266,Undirected,50320,,1
23051,23269,Undirected,50321,,1
23051,23308,Undirected,50375,,1
23051,23310,Undirected,50376,,1
23051,23325,Undirected,50402,,1
23052,23066,Undirected,49944,,1
23052,23068,Undirected,49945,,1
23052,23071,Undirected,49946,,1
23052,23072,Undirected,49947,,1
23052,23083,Undirected,49948,,1
23052,23084,Undirected,50010,,1
23052,23085,Undirected,50011,,1
23052,23100,Undirected,50012,,1
23052,23134,Undirected,50050,,1
23052,23152,Undirected,50106,,1
23052,23153,Undirected,50107,,1
23052,23154,Undirected,50108,,1
23052,23177,Undirected,50151,,1
23052,23221,Undirected,50220,,1
23052,23228,Undirected,50221,,1
23052,23245,Undirected,50274,,1
23052,23257,Undirected,50275,,1
23052,23265,Undirected,50322,,1
23052,23269,Undirected,50323,,1
23065,23066,Undirected,50422,,1
23065,23068,Undirected,50423,,1
23065,23069,Undirected,50424,,1
23065,23070,Undirected,50425,,1
23065,23071,Undirected,50426,,1
23065,23083,Undirected,50427,,1
23065,23085,Undirected,50468,,1
23065,23100,Undirected,50469,,1
23065,23106,Undirected,50470,,1
23065,23121,Undirected,50509,,1
23065,23130,Undirected,50510,,1
23065,23151,Undirected,50551,,1
23065,23152,Undirected,50552,,1
23065,23153,Undirected,50553,,1
23065,23155,Undirected,50554,,1
23065,23189,Undirected,50613,,1
23065,23193,Undirected,50614,,1
23065,23221,Undirected,50664,,1
23065,23228,Undirected,50665,,1
23065,23244,Undirected,50709,,1
23065,23254,Undirected,50710,,1
23065,23266,Undirected,50742,,1
23065,23269,Undirected,50743,,1
23065,23270,Undirected,50744,,1
23065,23308,Undirected,50772,,1
23065,23310,Undirected,50773,,1
23068,23069,Undirected,50438,,1
23068,23070,Undirected,50439,,1
23068,23071,Undirected,50440,,1
23068,23083,Undirected,50441,,1
23068,23085,Undirected,50477,,1
23068,23100,Undirected,50478,,1
23068,23106,Undirected,50479,,1
23068,23121,Undirected,50518,,1
23068,23151,Undirected,50565,,1
23068,23152,Undirected,50566,,1
23068,23153,Undirected,50567,,1
23068,23156,Undirected,50568,,1
23068,23189,Undirected,50624,,1
23068,23193,Undirected,50625,,1
23068,23210,Undirected,50677,,1
23068,23221,Undirected,50678,,1
23068,23228,Undirected,50679,,1
23068,23266,Undirected,50748,,1
23068,23270,Undirected,50749,,1
23068,23277,Undirected,50750,,1
23068,23289,Undirected,50751,,1
23068,23310,Undirected,50777,,1
23068,23325,Undirected,50795,,1
23068,23330,Undirected,50796,,1
23069,23070,Undirected,50442,,1
23069,23071,Undirected,50443,,1
23069,23083,Undirected,50444,,1
23069,23100,Undirected,50480,,1
23069,23121,Undirected,50519,,1
23069,23130,Undirected,50520,,1
23069,23151,Undirected,50569,,1
23069,23152,Undirected,50570,,1
23069,23153,Undirected,50571,,1
23069,23189,Undirected,50626,,1
23069,23213,Undirected,50680,,1
23069,23221,Undirected,50681,,1
23069,23223,Undirected,50682,,1
23069,23228,Undirected,50683,,1
23069,23244,Undirected,50715,,1
23069,23266,Undirected,50752,,1
23069,23310,Undirected,50778,,1
23070,23071,Undirected,50445,,1
23070,23083,Undirected,50446,,1
23070,23121,Undirected,50521,,1
23070,23151,Undirected,50572,,1
23070,23152,Undirected,50573,,1
23070,23154,Undirected,50574,,1
23070,23189,Undirected,50627,,1
23070,23193,Undirected,50628,,1
23070,23216,Undirected,50684,,1
23070,23221,Undirected,50685,,1
23070,23228,Undirected,50686,,1
23070,23254,Undirected,50716,,1
23070,23266,Undirected,50753,,1
23070,23310,Undirected,50779,,1
23070,23350,Undirected,50797,,1
23071,23073,Undirected,50447,,1
23071,23083,Undirected,50448,,1
23071,23085,Undirected,50481,,1
23071,23089,Undirected,50482,,1
23071,23100,Undirected,50483,,1
23071,23101,Undirected,50484,,1
23071,23106,Undirected,50485,,1
23071,23121,Undirected,50522,,1
23071,23130,Undirected,50523,,1
23071,23151,Undirected,50575,,1
23071,23152,Undirected,50576,,1
23071,23153,Undirected,50577,,1
23071,23154,Undirected,50578,,1
23071,23170,Undirected,50579,,1
23071,23171,Undirected,50580,,1
23071,23189,Undirected,50629,,1
23071,23193,Undirected,50630,,1
23071,23198,Undirected,50631,,1
23071,23216,Undirected,50687,,1
23071,23221,Undirected,50688,,1
23071,23228,Undirected,50689,,1
23071,23232,Undirected,50690,,1
23071,23244,Undirected,50717,,1
23071,23254,Undirected,50718,,1
23071,23266,Undirected,50754,,1
23071,23269,Undirected,50755,,1
23071,23275,Undirected,50756,,1
23071,23310,Undirected,50780,,1
23071,23350,Undirected,50798,,1
23079,23154,Undirected,50590,,1
23079,23189,Undirected,50639,,1
23079,23324,Undirected,50801,,1
23079,23325,Undirected,50802,,1
23090,23153,Undirected,50865,,1
23090,23155,Undirected,50866,,1
23090,23221,Undirected,50920,,1
23090,23238,Undirected,50957,,1
23090,23266,Undirected,50983,,1
23100,23121,Undirected,50838,,1
23100,23125,Undirected,50839,,1
23100,23143,Undirected,50840,,1
23100,23152,Undirected,50878,,1
23100,23153,Undirected,50879,,1
23100,23168,Undirected,50880,,1
23100,23189,Undirected,50907,,1
23100,23212,Undirected,50929,,1
23100,23213,Undirected,50930,,1
23100,23221,Undirected,50931,,1
23100,23224,Undirected,50932,,1
23100,23228,Undirected,50933,,1
23100,23244,Undirected,50968,,1
23100,23266,Undirected,50992,,1
23100,23269,Undirected,50993,,1
23100,23270,Undirected,50994,,1
23100,23295,Undirected,51011,,1
23100,23310,Undirected,51012,,1
23100,23330,Undirected,51029,,1
23106,23121,Undirected,50846,,1
23106,23125,Undirected,50847,,1
23106,23130,Undirected,50848,,1
23106,23152,Undirected,50883,,1
23106,23168,Undirected,50884,,1
23106,23171,Undirected,50885,,1
23106,23193,Undirected,50911,,1
23106,23221,Undirected,50939,,1
23106,23228,Undirected,50940,,1
23106,23266,Undirected,50996,,1
23106,23275,Undirected,50997,,1
23106,23310,Undirected,51015,,1
23121,23130,Undirected,51041,,1
23121,23151,Undirected,51057,,1
23121,23152,Undirected,51058,,1
23121,23153,Undirected,51059,,1
23121,23189,Undirected,51099,,1
23121,23213,Undirected,51132,,1
23121,23221,Undirected,51133,,1
23121,23228,Undirected,51134,,1
23121,23266,Undirected,51189,,1
23121,23275,Undirected,51190,,1
23121,23308,Undirected,51200,,1
23121,23310,Undirected,51201,,1
23125,23152,Undirected,51061,,1
23125,23168,Undirected,51062,,1
23125,23189,Undirected,51102,,1
23125,23303,Undirected,51203,,1
23125,23330,Undirected,51224,,1
23127,23156,Undirected,51063,,1
23130,23152,Undirected,51064,,1
23130,23153,Undirected,51065,,1
23130,23171,Undirected,51066,,1
23130,23193,Undirected,51103,,1
23130,23212,Undirected,51139,,1
23130,23214,Undirected,51140,,1
23130,23221,Undirected,51141,,1
23130,23228,Undirected,51142,,1
23130,23244,Undirected,51173,,1
23130,23266,Undirected,51194,,1
23130,23269,Undirected,51195,,1
23130,23275,Undirected,51196,,1
23130,23310,Undirected,51206,,1
23152,23153,Undirected,51243,,1
23152,23170,Undirected,51244,,1
23152,23189,Undirected,51253,,1
23152,23212,Undirected,51297,,1
23152,23221,Undirected,51298,,1
23152,23228,Undirected,51299,,1
23152,23232,Undirected,51300,,1
23152,23266,Undirected,51375,,1
23152,23269,Undirected,51376,,1
23152,23275,Undirected,51377,,1
23152,23310,Undirected,51401,,1
23153,23170,Undirected,51245,,1
23153,23189,Undirected,51254,,1
23153,23198,Undirected,51255,,1
23153,23217,Undirected,51301,,1
23153,23219,Undirected,51302,,1
23153,23221,Undirected,51303,,1
23153,23228,Undirected,51304,,1
23153,23232,Undirected,51305,,1
23153,23238,Undirected,51347,,1
23153,23244,Undirected,51348,,1
23153,23262,Undirected,51349,,1
23153,23266,Undirected,51378,,1
23153,23295,Undirected,51402,,1
23155,23189,Undirected,51261,,1
23155,23230,Undirected,51312,,1
23155,23288,Undirected,51382,,1
23155,23330,Undirected,51431,,1
23156,23210,Undirected,51313,,1
23156,23221,Undirected,51314,,1
23168,23189,Undirected,51270,,1
23168,23228,Undirected,51321,,1
23168,23232,Undirected,51322,,1
23168,23270,Undirected,51390,,1
23168,23303,Undirected,51412,,1
23168,23324,Undirected,51436,,1
23168,23330,Undirected,51437,,1
23189,23193,Undirected,51457,,1
23189,23204,Undirected,51476,,1
23189,23212,Undirected,51477,,1
23189,23216,Undirected,51478,,1
23189,23221,Undirected,51479,,1
23189,23223,Undirected,51480,,1
23189,23228,Undirected,51481,,1
23189,23244,Undirected,51520,,1
23189,23252,Undirected,51521,,1
23189,23254,Undirected,51522,,1
23189,23266,Undirected,51550,,1
23189,23268,Undirected,51551,,1
23189,23286,Undirected,51552,,1
23189,23288,Undirected,51553,,1
23189,23289,Undirected,51554,,1
23189,23303,Undirected,51588,,1
23189,23310,Undirected,51589,,1
23189,23324,Undirected,51607,,1
23189,23330,Undirected,51608,,1
23189,23350,Undirected,51609,,1
23193,23212,Undirected,51484,,1
23193,23221,Undirected,51485,,1
23193,23228,Undirected,51486,,1
23193,23252,Undirected,51525,,1
23193,23266,Undirected,51563,,1
23221,23228,Undirected,51650,,1
23221,23232,Undirected,51651,,1
23221,23244,Undirected,51678,,1
23221,23262,Undirected,51679,,1
23221,23266,Undirected,51707,,1
23221,23270,Undirected,51708,,1
23221,23299,Undirected,51740,,1
23221,23308,Undirected,51741,,1
23221,23310,Undirected,51742,,1
23221,23330,Undirected,51773,,1
23221,23332,Undirected,51774,,1
23228,23266,Undirected,51714,,1
23228,23269,Undirected,51715,,1
23228,23275,Undirected,51716,,1
23228,23310,Undirected,51748,,1
23228,23330,Undirected,51780,,1
23254,23268,Undirected,51819,,1
23254,23303,Undirected,51842,,1
23254,23328,Undirected,51864,,1
23254,23350,Undirected,51865,,1
23266,23269,Undirected,51878,,1
23266,23275,Undirected,51879,,1
23266,23295,Undirected,51899,,1
23266,23310,Undirected,51900,,1
23269,23275,Undirected,51882,,1
23325,23340,Undirected,52023,,1
22967,23102,Undirected,48676,,1
22968,23120,Undirected,48729,,1
22968,23143,Undirected,48730,,1
22968,23167,Undirected,48761,,1
22968,23214,Undirected,48838,,1
22975,22976,Undirected,48471,,1
22975,22977,Undirected,48472,,1
22975,22996,Undirected,48513,,1
22975,23049,Undirected,48587,,1
22975,23086,Undirected,48690,,1
22975,23088,Undirected,48691,,1
22975,23096,Undirected,48692,,1
22975,23103,Undirected,48693,,1
22975,23112,Undirected,48694,,1
22975,23114,Undirected,48736,,1
22975,23122,Undirected,48737,,1
22975,23130,Undirected,48738,,1
22975,23210,Undirected,48852,,1
22975,23214,Undirected,48853,,1
22975,23220,Undirected,48854,,1
22975,23235,Undirected,48893,,1
22975,23253,Undirected,48894,,1
22975,23334,Undirected,48965,,1
22976,23001,Undirected,48514,,1
22976,23049,Undirected,48588,,1
22976,23066,Undirected,48640,,1
22976,23086,Undirected,48695,,1
22976,23088,Undirected,48696,,1
22976,23092,Undirected,48697,,1
22976,23096,Undirected,48698,,1
22976,23102,Undirected,48699,,1
22976,23103,Undirected,48700,,1
22976,23112,Undirected,48701,,1
22976,23114,Undirected,48739,,1
22976,23122,Undirected,48740,,1
22976,23130,Undirected,48741,,1
22976,23183,Undirected,48802,,1
22976,23210,Undirected,48855,,1
22976,23214,Undirected,48856,,1
22976,23235,Undirected,48895,,1
22976,23253,Undirected,48896,,1
22976,23334,Undirected,48966,,1
22977,22993,Undirected,48473,,1
22977,22994,Undirected,48515,,1
22977,23000,Undirected,48516,,1
22977,23006,Undirected,48517,,1
22977,23029,Undirected,48589,,1
22977,23060,Undirected,48641,,1
22977,23085,Undirected,48702,,1
22977,23094,Undirected,48703,,1
22977,23114,Undirected,48742,,1
22977,23154,Undirected,48769,,1
22977,23317,Undirected,48951,,1
22998,23122,Undirected,49404,,1
22998,23134,Undirected,49405,,1
22998,23186,Undirected,49500,,1
22998,23187,Undirected,49501,,1
22998,23214,Undirected,49545,,1
22998,23245,Undirected,49621,,1
23001,23096,Undirected,49366,,1
23001,23122,Undirected,49411,,1
23001,23214,Undirected,49561,,1
23001,23235,Undirected,49630,,1
23001,23253,Undirected,49631,,1
23030,23124,Undirected,50023,,1
23030,23164,Undirected,50066,,1
23030,23312,Undirected,50338,,1
23030,23331,Undirected,50380,,1
23030,23348,Undirected,50381,,1
23032,23034,Undirected,49835,,1
23032,23059,Undirected,49892,,1
23032,23078,Undirected,49893,,1
23032,23107,Undirected,49972,,1
23032,23156,Undirected,50068,,1
23032,23189,Undirected,50119,,1
23032,23214,Undirected,50173,,1
23032,23320,Undirected,50343,,1
23049,23050,Undirected,49863,,1
23049,23086,Undirected,50000,,1
23049,23088,Undirected,50001,,1
23049,23092,Undirected,50002,,1
23049,23096,Undirected,50003,,1
23049,23103,Undirected,50004,,1
23049,23183,Undirected,50148,,1
23049,23210,Undirected,50214,,1
23059,23066,Undirected,50413,,1
23059,23107,Undirected,50461,,1
23059,23124,Undirected,50500,,1
23059,23348,Undirected,50791,,1
23082,23091,Undirected,50494,,1
23082,23143,Undirected,50531,,1
23082,23167,Undirected,50592,,1
23082,23214,Undirected,50694,,1
23082,23318,Undirected,50783,,1
23082,23329,Undirected,50803,,1
23082,23337,Undirected,50804,,1
23086,23088,Undirected,50808,,1
23086,23092,Undirected,50809,,1
23086,23096,Undirected,50810,,1
23086,23103,Undirected,50811,,1
23086,23104,Undirected,50812,,1
23086,23183,Undirected,50897,,1
23086,23298,Undirected,51003,,1
23088,23096,Undirected,50813,,1
23088,23103,Undirected,50814,,1
23088,23112,Undirected,50815,,1
23088,23114,Undirected,50827,,1
23088,23122,Undirected,50828,,1
23088,23214,Undirected,50917,,1
23088,23235,Undirected,50954,,1
23088,23253,Undirected,50955,,1
23088,23334,Undirected,51023,,1
23091,23120,Undirected,50831,,1
23091,23143,Undirected,50832,,1
23091,23146,Undirected,50867,,1
23091,23167,Undirected,50868,,1
23091,23204,Undirected,50921,,1
23091,23214,Undirected,50922,,1
23091,23239,Undirected,50958,,1
23091,23318,Undirected,51004,,1
23091,23329,Undirected,51024,,1
23091,23337,Undirected,51025,,1
23092,23183,Undirected,50900,,1
23092,23298,Undirected,51005,,1
23096,23103,Undirected,50817,,1
23096,23112,Undirected,50818,,1
23096,23114,Undirected,50833,,1
23096,23122,Undirected,50834,,1
23096,23130,Undirected,50835,,1
23096,23214,Undirected,50925,,1
23096,23235,Undirected,50962,,1
23096,23253,Undirected,50963,,1
23096,23334,Undirected,51027,,1
23102,23115,Undirected,50842,,1
23103,23112,Undirected,50821,,1
23103,23114,Undirected,50843,,1
23103,23122,Undirected,50844,,1
23103,23210,Undirected,50936,,1
23103,23214,Undirected,50937,,1
23103,23235,Undirected,50972,,1
23103,23253,Undirected,50973,,1
23103,23334,Undirected,51031,,1
23104,23183,Undirected,50909,,1
23107,23122,Undirected,50849,,1
23107,23124,Undirected,50850,,1
23107,23214,Undirected,50941,,1
23107,23216,Undirected,50942,,1
23110,23119,Undirected,50851,,1
23110,23126,Undirected,50852,,1
23112,23122,Undirected,50853,,1
23112,23153,Undirected,50888,,1
23112,23214,Undirected,50947,,1
23112,23235,Undirected,50976,,1
23112,23253,Undirected,50977,,1
23112,23334,Undirected,51033,,1
23114,23156,Undirected,51048,,1
23114,23186,Undirected,51089,,1
23114,23214,Undirected,51118,,1
23114,23273,Undirected,51187,,1
23114,23334,Undirected,51213,,1
23119,23126,Undirected,51039,,1
23119,23164,Undirected,51054,,1
23120,23143,Undirected,51040,,1
23120,23146,Undirected,51055,,1
23120,23167,Undirected,51056,,1
23120,23214,Undirected,51131,,1
23120,23239,Undirected,51163,,1
23122,23130,Undirected,51042,,1
23122,23214,Undirected,51135,,1
23122,23235,Undirected,51164,,1
23122,23253,Undirected,51165,,1
23122,23334,Undirected,51218,,1
23122,23349,Undirected,51219,,1
23124,23214,Undirected,51136,,1
23124,23348,Undirected,51223,,1
23143,23146,Undirected,51086,,1
23143,23153,Undirected,51087,,1
23143,23167,Undirected,51088,,1
