Source,Target,Type,Id,Label,Weight
23143,23214,Undirected,51159,,1
23143,23221,Undirected,51160,,1
23143,23239,Undirected,51186,,1
23143,23337,Undirected,51236,,1
23144,23206,Undirected,51280,,1
23144,23214,Undirected,51281,,1
23144,23234,Undirected,51340,,1
23144,23351,Undirected,51419,,1
23146,23167,Undirected,51237,,1
23146,23214,Undirected,51282,,1
23146,23239,Undirected,51341,,1
23164,23325,Undirected,51435,,1
23167,23214,Undirected,51320,,1
23167,23239,Undirected,51360,,1
23167,23311,Undirected,51411,,1
23183,23189,Undirected,51453,,1
23183,23298,Undirected,51584,,1
23205,23214,Undirected,51628,,1
23205,23311,Undirected,51725,,1
23206,23214,Undirected,51629,,1
23206,23234,Undirected,51657,,1
23206,23351,Undirected,51758,,1
23214,23225,Undirected,51639,,1
23214,23234,Undirected,51665,,1
23214,23235,Undirected,51666,,1
23214,23239,Undirected,51667,,1
23214,23253,Undirected,51668,,1
23214,23290,Undirected,51701,,1
23214,23291,Undirected,51702,,1
23214,23297,Undirected,51732,,1
23214,23311,Undirected,51733,,1
23214,23313,Undirected,51734,,1
23214,23318,Undirected,51735,,1
23214,23329,Undirected,51762,,1
23214,23333,Undirected,51763,,1
23214,23334,Undirected,51764,,1
23214,23337,Undirected,51765,,1
23214,23351,Undirected,51766,,1
23234,23351,Undirected,51850,,1
23235,23253,Undirected,51789,,1
23235,23334,Undirected,51851,,1
23253,23334,Undirected,51863,,1
23311,23318,Undirected,51982,,1
23311,23329,Undirected,51998,,1
23311,23337,Undirected,51999,,1
23312,23331,Undirected,52000,,1
23312,23348,Undirected,52001,,1
23318,23329,Undirected,52010,,1
23318,23337,Undirected,52011,,1
23329,23337,Undirected,52027,,1
22972,22974,Undirected,48460,,1
22972,22987,Undirected,48461,,1
22972,22988,Undirected,48462,,1
22972,22997,Undirected,48506,,1
22972,22999,Undirected,48507,,1
22972,23052,Undirected,48580,,1
22972,23085,Undirected,48684,,1
22972,23134,Undirected,48732,,1
22973,22974,Undirected,48463,,1
22973,22981,Undirected,48464,,1
22973,22988,Undirected,48465,,1
22973,22992,Undirected,48466,,1
22973,22997,Undirected,48508,,1
22973,22999,Undirected,48509,,1
22973,23043,Undirected,48581,,1
22973,23052,Undirected,48582,,1
22973,23071,Undirected,48634,,1
22973,23072,Undirected,48635,,1
22973,23081,Undirected,48636,,1
22973,23083,Undirected,48637,,1
22973,23084,Undirected,48685,,1
22973,23085,Undirected,48686,,1
22973,23134,Undirected,48733,,1
22973,23153,Undirected,48767,,1
22973,23221,Undirected,48851,,1
22973,23245,Undirected,48888,,1
22973,23254,Undirected,48889,,1
22973,23257,Undirected,48890,,1
22973,23265,Undirected,48928,,1
22974,22981,Undirected,48467,,1
22974,22987,Undirected,48468,,1
22974,22988,Undirected,48469,,1
22974,22992,Undirected,48470,,1
22974,22997,Undirected,48510,,1
22974,22999,Undirected,48511,,1
22974,23002,Undirected,48512,,1
22974,23037,Undirected,48583,,1
22974,23043,Undirected,48584,,1
22974,23051,Undirected,48585,,1
22974,23052,Undirected,48586,,1
22974,23072,Undirected,48638,,1
22974,23081,Undirected,48639,,1
22974,23084,Undirected,48687,,1
22974,23085,Undirected,48688,,1
22974,23104,Undirected,48689,,1
22974,23118,Undirected,48734,,1
22974,23134,Undirected,48735,,1
22974,23149,Undirected,48768,,1
22974,23177,Undirected,48800,,1
22974,23190,Undirected,48801,,1
22974,23245,Undirected,48891,,1
22974,23254,Undirected,48892,,1
22974,23265,Undirected,48929,,1
22974,23268,Undirected,48930,,1
22974,23301,Undirected,48950,,1
22978,23195,Undirected,48803,,1
22978,23245,Undirected,48897,,1
22981,22988,Undirected,48477,,1
22981,22992,Undirected,48478,,1
22981,22995,Undirected,48521,,1
22981,22997,Undirected,48522,,1
22981,22999,Undirected,48523,,1
22981,23002,Undirected,48524,,1
22981,23007,Undirected,48525,,1
22981,23037,Undirected,48592,,1
22981,23040,Undirected,48593,,1
22981,23043,Undirected,48594,,1
22981,23052,Undirected,48595,,1
22981,23054,Undirected,48642,,1
22981,23066,Undirected,48643,,1
22981,23072,Undirected,48644,,1
22981,23074,Undirected,48645,,1
22981,23081,Undirected,48646,,1
22981,23084,Undirected,48706,,1
22981,23085,Undirected,48707,,1
22981,23089,Undirected,48708,,1
22981,23101,Undirected,48709,,1
22981,23106,Undirected,48710,,1
22981,23118,Undirected,48744,,1
22981,23125,Undirected,48745,,1
22981,23149,Undirected,48770,,1
22981,23153,Undirected,48771,,1
22981,23168,Undirected,48772,,1
22981,23177,Undirected,48806,,1
22981,23189,Undirected,48807,,1
22981,23198,Undirected,48808,,1
22981,23216,Undirected,48858,,1
22981,23221,Undirected,48859,,1
22981,23228,Undirected,48860,,1
22981,23245,Undirected,48900,,1
22981,23254,Undirected,48901,,1
22981,23265,Undirected,48931,,1
22981,23303,Undirected,48952,,1
22981,23350,Undirected,48967,,1
22983,22984,Undirected,48480,,1
22983,22990,Undirected,48481,,1
22983,22994,Undirected,48535,,1
22983,23000,Undirected,48536,,1
22983,23007,Undirected,48537,,1
22983,23054,Undirected,48653,,1
22983,23056,Undirected,48654,,1
22983,23060,Undirected,48655,,1
22983,23070,Undirected,48656,,1
22983,23085,Undirected,48713,,1
22983,23093,Undirected,48714,,1
22983,23133,Undirected,48748,,1
22983,23141,Undirected,48749,,1
22983,23154,Undirected,48777,,1
22983,23170,Undirected,48778,,1
22983,23185,Undirected,48811,,1
22983,23187,Undirected,48812,,1
22983,23190,Undirected,48813,,1
22983,23194,Undirected,48814,,1
22983,23198,Undirected,48815,,1
22983,23212,Undirected,48864,,1
22983,23216,Undirected,48865,,1
22983,23223,Undirected,48866,,1
22983,23227,Undirected,48867,,1
22983,23232,Undirected,48868,,1
22983,23251,Undirected,48905,,1
22983,23254,Undirected,48906,,1
22983,23262,Undirected,48907,,1
22983,23268,Undirected,48933,,1
22983,23288,Undirected,48934,,1
22983,23343,Undirected,48968,,1
22983,23349,Undirected,48969,,1
22983,23350,Undirected,48970,,1
22987,22992,Undirected,48483,,1
22987,22997,Undirected,48546,,1
22987,22999,Undirected,48547,,1
22987,23085,Undirected,48719,,1
22988,22992,Undirected,48484,,1
22988,22997,Undirected,48548,,1
22988,22999,Undirected,48549,,1
22988,23043,Undirected,48608,,1
22988,23052,Undirected,48609,,1
22988,23072,Undirected,48662,,1
22988,23081,Undirected,48663,,1
22988,23084,Undirected,48720,,1
22988,23085,Undirected,48721,,1
22988,23118,Undirected,48752,,1
22988,23177,Undirected,48820,,1
22988,23245,Undirected,48910,,1
22988,23257,Undirected,48911,,1
22988,23265,Undirected,48938,,1
22988,23350,Undirected,48972,,1
22992,22997,Undirected,48556,,1
22992,22999,Undirected,48557,,1
22992,23028,Undirected,48611,,1
22992,23072,Undirected,48666,,1
22992,23081,Undirected,48667,,1
22992,23083,Undirected,48668,,1
22992,23085,Undirected,48723,,1
22992,23118,Undirected,48753,,1
22992,23153,Undirected,48784,,1
22992,23177,Undirected,48824,,1
22992,23188,Undirected,48825,,1
22992,23190,Undirected,48826,,1
22992,23232,Undirected,48873,,1
22992,23343,Undirected,48974,,1
22995,22999,Undirected,48980,,1
22995,23002,Undirected,48981,,1
22995,23060,Undirected,49259,,1
22995,23062,Undirected,49260,,1
22995,23066,Undirected,49261,,1
22995,23071,Undirected,49262,,1
22995,23073,Undirected,49263,,1
22995,23074,Undirected,49264,,1
22995,23085,Undirected,49345,,1
22995,23089,Undirected,49346,,1
22995,23116,Undirected,49396,,1
22995,23117,Undirected,49397,,1
22995,23133,Undirected,49398,,1
22995,23141,Undirected,49399,,1
22995,23149,Undirected,49431,,1
22995,23154,Undirected,49432,,1
22995,23158,Undirected,49433,,1
22995,23170,Undirected,49434,,1
22995,23189,Undirected,49493,,1
22995,23216,Undirected,49535,,1
22995,23219,Undirected,49536,,1
22995,23232,Undirected,49537,,1
22995,23254,Undirected,49618,,1
22995,23350,Undirected,49776,,1
22997,22999,Undirected,48987,,1
22997,23002,Undirected,48988,,1
22997,23037,Undirected,49099,,1
22997,23040,Undirected,49100,,1
22997,23043,Undirected,49101,,1
22997,23050,Undirected,49102,,1
22997,23052,Undirected,49103,,1
22997,23064,Undirected,49269,,1
22997,23066,Undirected,49270,,1
22997,23068,Undirected,49271,,1
22997,23072,Undirected,49272,,1
22997,23080,Undirected,49273,,1
22997,23081,Undirected,49274,,1
22997,23083,Undirected,49275,,1
22997,23084,Undirected,49353,,1
22997,23085,Undirected,49354,,1
22997,23100,Undirected,49355,,1
22997,23106,Undirected,49356,,1
22997,23130,Undirected,49403,,1
22997,23152,Undirected,49439,,1
22997,23153,Undirected,49440,,1
22997,23168,Undirected,49441,,1
22997,23189,Undirected,49498,,1
22997,23193,Undirected,49499,,1
22997,23221,Undirected,49543,,1
22997,23228,Undirected,49544,,1
22997,23245,Undirected,49620,,1
22997,23265,Undirected,49669,,1
22997,23295,Undirected,49717,,1
22997,23303,Undirected,49718,,1
22999,23000,Undirected,48989,,1
22999,23002,Undirected,48990,,1
22999,23007,Undirected,48991,,1
22999,23008,Undirected,48992,,1
22999,23010,Undirected,48993,,1
22999,23013,Undirected,48994,,1
22999,23014,Undirected,48995,,1
22999,23021,Undirected,48996,,1
22999,23022,Undirected,48997,,1
22999,23024,Undirected,49104,,1
22999,23025,Undirected,49105,,1
22999,23028,Undirected,49106,,1
22999,23029,Undirected,49107,,1
22999,23031,Undirected,49108,,1
22999,23033,Undirected,49109,,1
22999,23035,Undirected,49110,,1
22999,23039,Undirected,49111,,1
22999,23040,Undirected,49112,,1
22999,23043,Undirected,49113,,1
22999,23052,Undirected,49114,,1
22999,23053,Undirected,49115,,1
22999,23054,Undirected,49276,,1
22999,23066,Undirected,49277,,1
22999,23067,Undirected,49278,,1
22999,23072,Undirected,49279,,1
22999,23076,Undirected,49280,,1
22999,23081,Undirected,49281,,1
22999,23083,Undirected,49282,,1
22999,23084,Undirected,49357,,1
22999,23085,Undirected,49358,,1
22999,23101,Undirected,49359,,1
22999,23109,Undirected,49360,,1
22999,23113,Undirected,49361,,1
22999,23118,Undirected,49406,,1
22999,23134,Undirected,49407,,1
22999,23142,Undirected,49408,,1
22999,23147,Undirected,49442,,1
22999,23152,Undirected,49443,,1
22999,23153,Undirected,49444,,1
22999,23154,Undirected,49445,,1
22999,23162,Undirected,49446,,1
22999,23172,Undirected,49447,,1
22999,23177,Undirected,49502,,1
22999,23180,Undirected,49503,,1
22999,23184,Undirected,49504,,1
22999,23188,Undirected,49505,,1
22999,23189,Undirected,49506,,1
22999,23190,Undirected,49507,,1
22999,23194,Undirected,49508,,1
22999,23204,Undirected,49546,,1
22999,23207,Undirected,49547,,1
22999,23217,Undirected,49548,,1
22999,23218,Undirected,49549,,1
22999,23228,Undirected,49550,,1
22999,23231,Undirected,49551,,1
22999,23237,Undirected,49622,,1
22999,23245,Undirected,49623,,1
22999,23252,Undirected,49624,,1
22999,23257,Undirected,49625,,1
22999,23265,Undirected,49670,,1
22999,23268,Undirected,49671,,1
22999,23270,Undirected,49672,,1
22999,23277,Undirected,49673,,1
22999,23291,Undirected,49674,,1
22999,23298,Undirected,49719,,1
22999,23310,Undirected,49720,,1
23043,23052,Undirected,49858,,1
23043,23072,Undirected,49933,,1
23043,23084,Undirected,49998,,1
23043,23085,Undirected,49999,,1
23043,23245,Undirected,50259,,1
23043,23257,Undirected,50260,,1
23043,23265,Undirected,50313,,1
23054,23055,Undirected,50403,,1
23054,23056,Undirected,50404,,1
23054,23057,Undirected,50405,,1
23054,23084,Undirected,50455,,1
23054,23085,Undirected,50456,,1
23054,23152,Undirected,50534,,1
23054,23153,Undirected,50535,,1
23054,23154,Undirected,50536,,1
23054,23170,Undirected,50537,,1
23054,23175,Undirected,50596,,1
23054,23194,Undirected,50597,,1
23054,23217,Undirected,50642,,1
23054,23219,Undirected,50643,,1
23054,23221,Undirected,50644,,1
23054,23232,Undirected,50645,,1
23054,23251,Undirected,50701,,1
23054,23265,Undirected,50726,,1
23054,23268,Undirected,50727,,1
23054,23269,Undirected,50728,,1
23054,23296,Undirected,50764,,1
23054,23343,Undirected,50786,,1
23060,23089,Undirected,50462,,1
23060,23116,Undirected,50501,,1
23060,23117,Undirected,50502,,1
23060,23133,Undirected,50503,,1
23060,23138,Undirected,50504,,1
23060,23154,Undirected,50544,,1
23060,23175,Undirected,50605,,1
23060,23189,Undirected,50606,,1
23060,23190,Undirected,50607,,1
23060,23216,Undirected,50654,,1
23060,23223,Undirected,50655,,1
23060,23227,Undirected,50656,,1
23060,23232,Undirected,50657,,1
23060,23251,Undirected,50705,,1
23060,23269,Undirected,50736,,1
23060,23289,Undirected,50737,,1
23062,23066,Undirected,50417,,1
23062,23071,Undirected,50418,,1
23062,23074,Undirected,50419,,1
23062,23089,Undirected,50463,,1
23062,23116,Undirected,50505,,1
23062,23141,Undirected,50506,,1
23062,23149,Undirected,50547,,1
23062,23153,Undirected,50548,,1
23062,23170,Undirected,50549,,1
23062,23198,Undirected,50608,,1
23062,23216,Undirected,50659,,1
23062,23217,Undirected,50660,,1
23062,23219,Undirected,50661,,1
23062,23232,Undirected,50662,,1
23062,23260,Undirected,50706,,1
23062,23262,Undirected,50707,,1
23062,23275,Undirected,50738,,1
23066,23068,Undirected,50428,,1
23066,23069,Undirected,50429,,1
23066,23071,Undirected,50430,,1
23066,23073,Undirected,50431,,1
23066,23074,Undirected,50432,,1
23066,23083,Undirected,50433,,1
23066,23085,Undirected,50471,,1
23066,23089,Undirected,50472,,1
23066,23100,Undirected,50473,,1
23066,23102,Undirected,50474,,1
23066,23106,Undirected,50475,,1
23066,23113,Undirected,50476,,1
23066,23116,Undirected,50511,,1
23066,23130,Undirected,50512,,1
23066,23133,Undirected,50513,,1
23066,23135,Undirected,50514,,1
23066,23141,Undirected,50515,,1
23066,23142,Undirected,50516,,1
23066,23149,Undirected,50555,,1
23066,23152,Undirected,50556,,1
23066,23153,Undirected,50557,,1
23066,23154,Undirected,50558,,1
23066,23158,Undirected,50559,,1
23066,23168,Undirected,50560,,1
23066,23170,Undirected,50561,,1
23066,23172,Undirected,50562,,1
23066,23175,Undirected,50615,,1
23066,23185,Undirected,50616,,1
23066,23189,Undirected,50617,,1
23066,23193,Undirected,50618,,1
23066,23198,Undirected,50619,,1
23066,23199,Undirected,50620,,1
23066,23210,Undirected,50666,,1
23066,23212,Undirected,50667,,1
23066,23214,Undirected,50668,,1
23066,23216,Undirected,50669,,1
23066,23218,Undirected,50670,,1
23066,23219,Undirected,50671,,1
23066,23221,Undirected,50672,,1
23066,23223,Undirected,50673,,1
23066,23224,Undirected,50674,,1
23066,23228,Undirected,50675,,1
23066,23232,Undirected,50676,,1
23066,23235,Undirected,50711,,1
23066,23238,Undirected,50712,,1
23066,23244,Undirected,50713,,1
23066,23252,Undirected,50714,,1
23066,23266,Undirected,50745,,1
23066,23269,Undirected,50746,,1
23066,23275,Undirected,50747,,1
23066,23301,Undirected,50774,,1
23066,23310,Undirected,50775,,1
23066,23350,Undirected,50794,,1
23072,23081,Undirected,50449,,1
23072,23083,Undirected,50450,,1
23072,23084,Undirected,50486,,1
23072,23085,Undirected,50487,,1
23072,23245,Undirected,50719,,1
23072,23265,Undirected,50757,,1
23073,23074,Undirected,50451,,1
23073,23089,Undirected,50488,,1
23073,23133,Undirected,50524,,1
23073,23141,Undirected,50525,,1
23073,23149,Undirected,50581,,1
23073,23165,Undirected,50582,,1
23073,23170,Undirected,50583,,1
23073,23189,Undirected,50632,,1
23073,23223,Undirected,50691,,1
23073,23330,Undirected,50799,,1
23074,23089,Undirected,50489,,1
23074,23101,Undirected,50490,,1
23074,23133,Undirected,50526,,1
23074,23149,Undirected,50584,,1
23074,23170,Undirected,50585,,1
23074,23219,Undirected,50692,,1
23074,23332,Undirected,50800,,1
23081,23085,Undirected,50493,,1
23081,23118,Undirected,50530,,1
23081,23149,Undirected,50591,,1
23081,23177,Undirected,50640,,1
23081,23245,Undirected,50722,,1
23081,23265,Undirected,50760,,1
23084,23085,Undirected,50805,,1
23084,23154,Undirected,50854,,1
23084,23160,Undirected,50855,,1
23084,23265,Undirected,50978,,1
23084,23292,Undirected,50979,,1
23085,23089,Undirected,50806,,1
23085,23106,Undirected,50807,,1
23085,23118,Undirected,50822,,1
23085,23133,Undirected,50823,,1
23085,23134,Undirected,50824,,1
23085,23135,Undirected,50825,,1
23085,23141,Undirected,50826,,1
23085,23152,Undirected,50856,,1
23085,23153,Undirected,50857,,1
23085,23154,Undirected,50858,,1
23085,23168,Undirected,50859,,1
23085,23170,Undirected,50860,,1
23085,23177,Undirected,50890,,1
23085,23188,Undirected,50891,,1
23085,23189,Undirected,50892,,1
23085,23190,Undirected,50893,,1
23085,23193,Undirected,50894,,1
23085,23194,Undirected,50895,,1
23085,23198,Undirected,50896,,1
23085,23216,Undirected,50912,,1
23085,23219,Undirected,50913,,1
23085,23221,Undirected,50914,,1
23085,23228,Undirected,50915,,1
23085,23232,Undirected,50916,,1
23085,23245,Undirected,50950,,1
23085,23254,Undirected,50951,,1
23085,23257,Undirected,50952,,1
23085,23262,Undirected,50953,,1
23085,23265,Undirected,50980,,1
23085,23268,Undirected,50981,,1
23085,23303,Undirected,51001,,1
23085,23310,Undirected,51002,,1
23085,23324,Undirected,51019,,1
23085,23332,Undirected,51020,,1
23085,23343,Undirected,51021,,1
23085,23350,Undirected,51022,,1
23089,23106,Undirected,50816,,1
23089,23133,Undirected,50829,,1
23089,23141,Undirected,50830,,1
23089,23149,Undirected,50861,,1
23089,23152,Undirected,50862,,1
23089,23154,Undirected,50863,,1
23089,23158,Undirected,50864,,1
23089,23189,Undirected,50898,,1
23089,23190,Undirected,50899,,1
23089,23216,Undirected,50918,,1
23089,23232,Undirected,50919,,1
23089,23238,Undirected,50956,,1
23089,23275,Undirected,50982,,1
23093,23147,Undirected,50869,,1
23093,23154,Undirected,50870,,1
23093,23170,Undirected,50871,,1
23093,23185,Undirected,50901,,1
23093,23198,Undirected,50902,,1
23093,23212,Undirected,50923,,1
23093,23251,Undirected,50959,,1
23105,23138,Undirected,50845,,1
23105,23201,Undirected,50910,,1
23105,23227,Undirected,50938,,1
23116,23117,Undirected,51034,,1
23116,23118,Undirected,51035,,1
23116,23138,Undirected,51036,,1
23116,23141,Undirected,51037,,1
23116,23154,Undirected,51049,,1
23116,23170,Undirected,51050,,1
23116,23188,Undirected,51090,,1
23116,23189,Undirected,51091,,1
23116,23190,Undirected,51092,,1
23116,23198,Undirected,51093,,1
23116,23216,Undirected,51120,,1
23116,23217,Undirected,51121,,1
23116,23219,Undirected,51122,,1
23116,23227,Undirected,51123,,1
23116,23232,Undirected,51124,,1
23116,23262,Undirected,51161,,1
23116,23332,Undirected,51214,,1
23116,23343,Undirected,51215,,1
23117,23138,Undirected,51038,,1
23117,23154,Undirected,51051,,1
23117,23170,Undirected,51052,,1
23117,23188,Undirected,51094,,1
23117,23190,Undirected,51095,,1
23117,23217,Undirected,51125,,1
23117,23227,Undirected,51126,,1
23117,23232,Undirected,51127,,1
23117,23343,Undirected,51216,,1
23118,23154,Undirected,51053,,1
23118,23177,Undirected,51096,,1
23118,23190,Undirected,51097,,1
23118,23198,Undirected,51098,,1
23118,23216,Undirected,51128,,1
23118,23217,Undirected,51129,,1
23118,23232,Undirected,51130,,1
23118,23254,Undirected,51162,,1
23118,23265,Undirected,51188,,1
23118,23350,Undirected,51217,,1
23133,23141,Undirected,51044,,1
23133,23170,Undirected,51067,,1
23133,23189,Undirected,51106,,1
23133,23232,Undirected,51145,,1
23135,23170,Undirected,51070,,1
23135,23216,Undirected,51147,,1
23135,23219,Undirected,51148,,1
23138,23141,Undirected,51047,,1
23138,23154,Undirected,51075,,1
23138,23175,Undirected,51113,,1
23138,23199,Undirected,51114,,1
23138,23227,Undirected,51152,,1
23138,23269,Undirected,51197,,1
23138,23350,Undirected,51231,,1
23141,23154,Undirected,51080,,1
23141,23170,Undirected,51081,,1
23141,23216,Undirected,51154,,1
23141,23227,Undirected,51155,,1
23141,23232,Undirected,51156,,1
23141,23350,Undirected,51233,,1
23149,23170,Undirected,51239,,1
23149,23198,Undirected,51250,,1
23149,23201,Undirected,51251,,1
23149,23216,Undirected,51286,,1
23149,23217,Undirected,51287,,1
23149,23219,Undirected,51288,,1
23149,23221,Undirected,51289,,1
23149,23232,Undirected,51290,,1
23149,23332,Undirected,51422,,1
23149,23343,Undirected,51423,,1
23154,23160,Undirected,51246,,1
23154,23170,Undirected,51247,,1
23154,23180,Undirected,51256,,1
23154,23188,Undirected,51257,,1
23154,23189,Undirected,51258,,1
23154,23190,Undirected,51259,,1
23154,23198,Undirected,51260,,1
23154,23212,Undirected,51306,,1
23154,23216,Undirected,51307,,1
23154,23217,Undirected,51308,,1
23154,23219,Undirected,51309,,1
23154,23227,Undirected,51310,,1
23154,23232,Undirected,51311,,1
23154,23254,Undirected,51350,,1
23154,23262,Undirected,51351,,1
23154,23269,Undirected,51379,,1
23154,23275,Undirected,51380,,1
23154,23280,Undirected,51381,,1
23154,23328,Undirected,51426,,1
23154,23332,Undirected,51427,,1
23154,23343,Undirected,51428,,1
23154,23349,Undirected,51429,,1
23154,23350,Undirected,51430,,1
23158,23214,Undirected,51316,,1
23158,23275,Undirected,51384,,1
23158,23301,Undirected,51405,,1
23170,23187,Undirected,51271,,1
23170,23193,Undirected,51272,,1
23170,23194,Undirected,51273,,1
23170,23198,Undirected,51274,,1
23170,23211,Undirected,51323,,1
23170,23212,Undirected,51324,,1
23170,23216,Undirected,51325,,1
23170,23217,Undirected,51326,,1
23170,23219,Undirected,51327,,1
23170,23221,Undirected,51328,,1
23170,23227,Undirected,51329,,1
23170,23230,Undirected,51330,,1
23170,23232,Undirected,51331,,1
23170,23238,Undirected,51361,,1
23170,23262,Undirected,51362,,1
23170,23275,Undirected,51391,,1
23170,23328,Undirected,51439,,1
23170,23332,Undirected,51440,,1
23170,23343,Undirected,51441,,1
23170,23350,Undirected,51442,,1
23177,23188,Undirected,51449,,1
23177,23190,Undirected,51450,,1
23180,23198,Undirected,51452,,1
23185,23187,Undirected,51455,,1
23185,23212,Undirected,51470,,1
23185,23251,Undirected,51515,,1
23187,23198,Undirected,51456,,1
23187,23212,Undirected,51474,,1
23187,23232,Undirected,51475,,1
23187,23251,Undirected,51517,,1
23187,23260,Undirected,51518,,1
23187,23262,Undirected,51519,,1
23187,23349,Undirected,51606,,1
23190,23212,Undirected,51482,,1
23190,23232,Undirected,51483,,1
23190,23251,Undirected,51523,,1
23190,23265,Undirected,51555,,1
23190,23269,Undirected,51556,,1
23190,23275,Undirected,51557,,1
23190,23343,Undirected,51610,,1
23190,23350,Undirected,51611,,1
23194,23198,Undirected,51458,,1
23194,23212,Undirected,51487,,1
23194,23216,Undirected,51488,,1
23194,23217,Undirected,51489,,1
23194,23219,Undirected,51490,,1
23194,23221,Undirected,51491,,1
23194,23251,Undirected,51526,,1
23194,23254,Undirected,51527,,1
23194,23262,Undirected,51528,,1
23194,23268,Undirected,51564,,1
23194,23343,Undirected,51616,,1
23198,23201,Undirected,51459,,1
23198,23212,Undirected,51493,,1
23198,23216,Undirected,51494,,1
23198,23217,Undirected,51495,,1
23198,23219,Undirected,51496,,1
23198,23221,Undirected,51497,,1
23198,23232,Undirected,51498,,1
23198,23245,Undirected,51535,,1
23198,23256,Undirected,51536,,1
23198,23262,Undirected,51537,,1
23198,23275,Undirected,51566,,1
23198,23328,Undirected,51619,,1
23198,23332,Undirected,51620,,1
23198,23343,Undirected,51621,,1
23198,23350,Undirected,51622,,1
23201,23216,Undirected,51501,,1
23201,23260,Undirected,51538,,1
23201,23262,Undirected,51539,,1
23201,23332,Undirected,51623,,1
23212,23221,Undirected,51634,,1
23212,23228,Undirected,51635,,1
23212,23230,Undirected,51636,,1
23212,23251,Undirected,51660,,1
23212,23256,Undirected,51661,,1
23212,23262,Undirected,51662,,1
23212,23264,Undirected,51696,,1
23212,23275,Undirected,51697,,1
23212,23343,Undirected,51760,,1
23212,23350,Undirected,51761,,1
23216,23217,Undirected,51640,,1
23216,23219,Undirected,51641,,1
23216,23221,Undirected,51642,,1
23216,23232,Undirected,51643,,1
23216,23254,Undirected,51670,,1
23216,23262,Undirected,51671,,1
23216,23275,Undirected,51703,,1
23216,23332,Undirected,51768,,1
23216,23350,Undirected,51769,,1
23217,23219,Undirected,51644,,1
23217,23221,Undirected,51645,,1
23217,23232,Undirected,51646,,1
23217,23262,Undirected,51672,,1
23217,23275,Undirected,51704,,1
23217,23332,Undirected,51770,,1
23217,23343,Undirected,51771,,1
23219,23221,Undirected,51647,,1
23219,23232,Undirected,51648,,1
23219,23238,Undirected,51675,,1
23219,23262,Undirected,51676,,1
23219,23275,Undirected,51706,,1
23219,23332,Undirected,51772,,1
23227,23289,Undirected,51713,,1
23227,23343,Undirected,51778,,1
23227,23350,Undirected,51779,,1
23232,23262,Undirected,51691,,1
23232,23269,Undirected,51719,,1
23232,23275,Undirected,51720,,1
23232,23330,Undirected,51784,,1
23232,23332,Undirected,51785,,1
23232,23343,Undirected,51786,,1
23238,23262,Undirected,51792,,1
23238,23275,Undirected,51805,,1
23245,23265,Undirected,51810,,1
23251,23335,Undirected,51860,,1
23251,23343,Undirected,51861,,1
23262,23275,Undirected,51826,,1
23262,23328,Undirected,51874,,1
23262,23332,Undirected,51875,,1
23262,23350,Undirected,51876,,1
23275,23310,Undirected,51905,,1
23301,23333,Undirected,51989,,1
23004,23007,Undirected,49004,,1
23004,23026,Undirected,49132,,1
23004,23058,Undirected,49299,,1
23004,23064,Undirected,49300,,1
23004,23078,Undirected,49301,,1
23004,23181,Undirected,49519,,1
23004,23267,Undirected,49682,,1
23005,23006,Undirected,49005,,1
23005,23007,Undirected,49006,,1
23005,23013,Undirected,49007,,1
23005,23014,Undirected,49008,,1
23005,23015,Undirected,49009,,1
23005,23016,Undirected,49010,,1
23005,23017,Undirected,49011,,1
23005,23020,Undirected,49012,,1
23005,23021,Undirected,49013,,1
23005,23022,Undirected,49014,,1
23005,23023,Undirected,49015,,1
23005,23024,Undirected,49133,,1
23005,23025,Undirected,49134,,1
23005,23028,Undirected,49135,,1
23005,23031,Undirected,49136,,1
23005,23034,Undirected,49137,,1
23005,23035,Undirected,49138,,1
23005,23040,Undirected,49139,,1
23005,23070,Undirected,49302,,1
23005,23071,Undirected,49303,,1
23005,23109,Undirected,49370,,1
23005,23121,Undirected,49412,,1
23005,23151,Undirected,49458,,1
23005,23157,Undirected,49459,,1
23005,23204,Undirected,49565,,1
23005,23213,Undirected,49566,,1
23005,23221,Undirected,49567,,1
23005,23231,Undirected,49568,,1
23005,23252,Undirected,49633,,1
23005,23266,Undirected,49683,,1
23005,23270,Undirected,49684,,1
23005,23291,Undirected,49685,,1
23005,23295,Undirected,49730,,1
23005,23298,Undirected,49731,,1
23005,23308,Undirected,49732,,1
23005,23310,Undirected,49733,,1
23005,23320,Undirected,49734,,1
23005,23340,Undirected,49783,,1
23006,23007,Undirected,49016,,1
23006,23008,Undirected,49017,,1
23006,23010,Undirected,49018,,1
23006,23013,Undirected,49019,,1
23006,23014,Undirected,49020,,1
23006,23020,Undirected,49021,,1
23006,23022,Undirected,49022,,1
23006,23023,Undirected,49023,,1
23006,23024,Undirected,49140,,1
23006,23025,Undirected,49141,,1
23006,23034,Undirected,49142,,1
23006,23035,Undirected,49143,,1
23006,23036,Undirected,49144,,1
23006,23040,Undirected,49145,,1
23006,23058,Undirected,49304,,1
23006,23065,Undirected,49305,,1
23006,23069,Undirected,49306,,1
23006,23073,Undirected,49307,,1
23006,23109,Undirected,49371,,1
23006,23121,Undirected,49413,,1
23006,23142,Undirected,49414,,1
23006,23151,Undirected,49460,,1
23006,23157,Undirected,49461,,1
23006,23223,Undirected,49569,,1
