Id,Label,sex,agerank,wallcount,locale,modularityclass,origin,modularity_class,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
23183,"Courtney ",female,169,272,en_US,10,Google,21,10,5,0.366982,0.400669,131.527501
23205,"Brenda ",female,147,222,en_US,10,husband's friend,21,2,6,0.301122,0.320726,0
23206,"Anna ",female,146,312,en_US,10,Ann Arbor,21,5,6,0.320772,0.346466,44.719137
23210,"Brandi ",female,142,314,en_US,10,Google,21,8,5,0.362409,0.392359,60.728357
23214,Arthur,male,138,95,en_US,10,Stanford,21,44,5,0.429803,0.49064,6699.490836
23234,"Natalie ",female,118,617,en_US,10,Ann Arbor,21,5,6,0.320772,0.346466,44.719137
23235,Lee,male,117,11,en_US,10,Stanford,21,12,6,0.369312,0.403343,157.72785
23239,"Sharon ",female,113,229,en_US,10,husband's friend,21,6,6,0.314131,0.3383,0
23253,Roy,male,99,40,en_US,10,Stanford,21,11,6,0.313004,0.344508,1.756712
23273,Manuel,male,79,143,en_US,10,HS 3,21,1,7,0.258902,0.270685,0
23311,"Kathleen ",female,41,0,en_US,10,husband's friend,21,6,6,0.302165,0.326457,2.7
23312,"Valerie ",female,40,46,en_US,10,UMich,22,4,5,0.295763,0.315616,117.130606
23313,"Pamela ",female,39,113,en_US,10,UMich,21,2,6,0.306678,0.326457,0
23318,"Samantha ",female,34,115,en_US,10,husband's friend,21,6,6,0.304007,0.328367,0.951067
23329,"Renee ",female,23,118,en_US,10,husband's friend,21,6,6,0.304007,0.328367,0.951067
23331,Louis,male,21,63,en_US,10,UMich,22,3,5,0.294764,0.313228,67.718934
23334,Ricardo,male,18,102,en_US,10,Stanford,21,11,6,0.318431,0.34957,3.379324
23337,"Nancy ",female,15,341,en_US,10,husband's friend,21,7,6,0.314414,0.339733,9.109314
23348,Miguel,male,4,23,en_US,10,UMich,22,4,6,0.279647,0.295272,31.467337
23351,"Kathryn ",female,1,43,en_US,10,Ann Arbor,21,4,6,0.303478,0.325501,0
22972,Lance,male,380,307,en_US,4,Facebook,23,8,6,0.358684,0.394078,2.131582
22973,Frederick,male,379,,en_US,4,Facebook,23,22,6,0.393018,0.441834,57.770298
22974,Tyrone,male,378,1895,en_US,4,Facebook,23,28,5,0.393905,0.446705,394.002783
22978,Darren,male,374,94,en_US,4,Stanford,23,2,7,0.276108,0.29227,348
22981,Bruce,male,371,274,en_US,4,Facebook,23,41,5,0.430864,0.491834,409.521972
22983,Jack,male,369,32,en_US,4,research,23,35,5,0.422007,0.479656,505.867045
22987,"Theresa ",female,365,522,en_US,4,Facebook,23,6,6,0.35217,0.383811,0.166667
22988,Clinton,male,364,169,en_US,4,Facebook,23,20,6,0.377297,0.424642,38.945683
22992,Darrell,male,360,23,la_VA,4,Facebook,23,19,6,0.386489,0.431566,73.344117
22995,"Linda ",female,357,83,en_US,4,research,23,25,6,0.403935,0.452579,118.643849
22997,Jorge,male,355,496,en_US,4,Facebook,23,42,5,0.43408,0.494938,764.88887
22999,Kristopher,male,353,271,en_US,4,UMich,24,78,5,0.488796,0.569675,3565.701274
23043,Chris,male,309,,en_US,4,Facebook,23,13,6,0.366212,0.406734,6.769982
23054,Ronnie,male,298,469,en_US,4,research,23,27,6,0.413018,0.464279,268.466526
23060,Roberto,male,292,11,en_US,4,research,23,19,5,0.392576,0.435817,150.927488
23062,Francisco,male,290,160,en_US,4,research,23,20,6,0.376483,0.421872,142.505254
23066,Kelly,male,286,164,en_US,4,Stanford,23,82,5,0.507267,0.586151,6060.65324
23072,Eugene,male,280,166,en_US,4,UMich,23,16,6,0.375269,0.41915,47.99283
23073,Ernest,male,279,110,en_US,4,research,23,14,5,0.383516,0.421251,377.50072
23074,Dale,male,278,40,en_US,4,research,23,12,6,0.363542,0.401385,26.322933
23081,"Tamara ",female,271,2163,en_US,4,Facebook,23,14,6,0.360165,0.400764,8.40992
23084,"Donna ",female,268,134,en_US,4,Facebook,23,17,6,0.376078,0.421777,150.911386
23085,Harold,male,267,608,en_US,4,Facebook,23,75,5,0.47226,0.556543,1912.186455
23089,Reginald,male,263,34,en_US,4,research,23,23,5,0.395243,0.441691,93.645159
23093,"Victoria ",female,259,120,en_US,4,research,23,9,6,0.351107,0.382856,107.45241
23105,Barry,male,247,459,en_US,4,research,23,3,6,0.290833,0.311414,2.850947
23116,Jermaine,male,236,125,en_US,4,research,23,22,6,0.386489,0.432044,94.446617
23117,"Gina ",female,235,13,en_US,4,research,23,12,6,0.336224,0.371442,12.45619
23118,Jerome,male,234,40,en_US,4,Facebook,23,19,6,0.371277,0.418195,40.942456
23133,Steve,male,219,35,en_US,4,research,23,12,6,0.376483,0.414804,12.962873
23135,Eddie,male,217,,en_US,4,research,23,5,6,0.360537,0.390783,0
23138,"Deborah ",female,214,56,en_US,4,research,23,11,6,0.3359,0.372923,66.187837
23141,Jaime,male,211,146,en_US,4,research,23,17,5,0.380589,0.422302,47.176805
23147,"Melinda ",female,205,155,en_US,4,research,24,2,6,0.334291,0.357832,6.159453
23149,"Barbara ",female,203,,en_US,4,research,23,21,6,0.389075,0.434193,134.783185
23154,Tommy,male,198,395,en_US,4,HP Labs,23,50,5,0.445153,0.510936,1740.578007
23158,"Kristina ",female,194,505,en_US,4,other,23,6,6,0.366982,0.395224,58.8236
23165,Alex,male,187,144,en_US,4,research,23,1,6,0.277424,0.291165,0
23170,Ruben,male,182,,en_US,4,research,23,44,5,0.421498,0.486819,695.305672
23177,Neil,male,175,259,en_US,4,Facebook,23,11,6,0.356486,0.39489,3.895842
23180,Maurice,male,172,230,en_US,4,research,23,3,6,0.348303,0.376457,0.414885
23185,"Jacqueline ",female,167,24,en_US,4,research,23,7,6,0.366212,0.393696,49.939629
23187,Dwayne,male,165,,en_US,4,research,23,12,6,0.361284,0.393123,119.291446
23188,Glenn,male,164,78,en_US,4,Facebook,23,7,6,0.355036,0.388873,13.359193
23190,Leonard,male,162,208,en_US,4,Facebook,23,24,5,0.403002,0.45148,233.769125
23194,Geoffrey,male,158,85,en_US,4,research,23,19,6,0.401149,0.444222,138.467282
23195,"Mandy ",female,157,163,en_US,4,Stanford,23,1,8,0.216501,0.224812,0
23198,Tyler,male,154,3,en_US,4,research,23,35,5,0.418968,0.475119,437.67036
23201,Trevor,male,151,16,en_US,4,UMich,23,10,6,0.35005,0.38553,136.531387
23212,"Diana ",female,140,53,en_US,4,research,23,36,5,0.440657,0.493028,547.608315
23216,Marvin,male,136,132,en_US,4,research,23,35,6,0.411072,0.470248,326.702305
23217,Hector,male,135,61,en_US,4,research,23,23,5,0.405343,0.452913,78.732722
23219,Oscar,male,133,,en_US,4,research,23,24,6,0.393018,0.441595,102.614693
23227,Calvin,male,125,3,en_US,4,research,23,17,5,0.381421,0.42531,250.074598
23232,Terrance,male,120,48,en_US,4,other,23,38,5,0.416468,0.476074,297.376318
23238,"Jodi ",female,114,65,en_US,4,research,23,8,6,0.351815,0.383811,11.974089
23245,"Margaret ",female,107,59,en_US,4,Facebook,23,16,6,0.380174,0.420821,752.531451
23251,Clayton,male,101,84,en_US,4,Caltech,23,18,5,0.384361,0.426982,1168.598581
23262,Mitchell,male,90,122,en_US,4,research,23,25,6,0.387778,0.439685,115.044882
23265,Edwin,male,87,36,en_US,4,Facebook,23,17,6,0.386918,0.426791,71.337759
23275,"Kristi ",female,77,300,en_US,4,research,23,29,5,0.416468,0.46724,172.430389
23301,"Cheryl ",female,51,504,en_US,4,other,23,4,6,0.370882,0.394317,234.528774
23332,Theodore,male,20,21,en_US,4,research,23,14,6,0.360537,0.401289,15.910949
23343,Terrence,male,9,22,en_US,4,research,23,18,6,0.373662,0.416762,402.691104
23349,Melvin,male,3,,en_US,4,research,23,4,6,0.336873,0.360936,41.754863
23350,Mathew,male,2,0,en_US,4,research,23,30,5,0.424058,0.474642,211.849897
23004,Joey,male,348,8,en_US,1,UMich,24,7,5,0.359794,0.388013,5.431548
23005,Ralph,male,347,18,en_US,1,UMich,24,38,5,0.416468,0.474737,111.604513
23006,Heath,male,346,15,en_US,1,UMich,24,38,5,0.421498,0.480038,340.184301
