"State.Abbr","Year","Region","State.Sales.Tax.Rate","State.Food.Sales.Tax.Rate","Soda","Chips..Pretzels","Ice.Cream","state","latitude","longitude"
"OK",2012,"SouthWest",4.5,4.5,4.5,4.5,4.5,"Oklahoma",35.5889,-97.4943
"OK",2013,"SouthWest",4.5,4.5,4.5,4.5,4.5,"Oklahoma",35.5889,-97.4943
"OK",2014,"SouthWest",4.5,4.5,4.5,4.5,4.5,"Oklahoma",35.5889,-97.4943
"OR",2004,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2005,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2006,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2007,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2008,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2009,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2010,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2011,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2012,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2013,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"OR",2014,"West",0,0,0,0,0,"Oregon",43.9336,-120.5583
"PA",2004,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2005,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2006,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2007,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2008,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2009,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2010,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2011,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2012,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2013,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"PA",2014,"Northeast",6,0,6,0,0,"Pennsylvania",40.8781,-77.7996
"RI",2004,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2005,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2006,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2007,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2008,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2009,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2010,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2011,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2012,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2013,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"RI",2014,"Northeast",7,0,7,7,0,"Rhode Island",41.6762,-71.5562
"SC",2004,"SouthEast",5,5,5,5,5,"South Carolina",33.9169,-80.8964
"SC",2005,"SouthEast",5,5,5,5,5,"South Carolina",33.9169,-80.8964
"SC",2006,"SouthEast",5,5,5,5,5,"South Carolina",33.9169,-80.8964
"SC",2007,"SouthEast",5,3,5,3,5,"South Carolina",33.9169,-80.8964
"SC",2008,"SouthEast",6,0,6,0,6,"South Carolina",33.9169,-80.8964
"SC",2009,"SouthEast",6,0,6,0,6,"South Carolina",33.9169,-80.8964
"SC",2010,"SouthEast",6,0,6,0,6,"South Carolina",33.9169,-80.8964
"SC",2011,"SouthEast",6,0,6,0,6,"South Carolina",33.9169,-80.8964
"SC",2012,"SouthEast",6,0,6,0,6,"South Carolina",33.9169,-80.8964
"SC",2013,"SouthEast",6,0,6,0,6,"South Carolina",33.9169,-80.8964
"SC",2014,"SouthEast",6,0,6,0,6,"South Carolina",33.9169,-80.8964
"SD",2004,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2005,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2006,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2007,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2008,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2009,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2010,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2011,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2012,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2013,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"SD",2014,"Midwest",4,4,4,4,4,"South Dakota",44.4443,-100.2263
"TN",2004,"SouthEast",7,6,6,6,6,"Tennessee",35.858,-86.3505
"TN",2005,"SouthEast",7,6,6,6,6,"Tennessee",35.858,-86.3505
"TN",2006,"SouthEast",7,6,6,6,6,"Tennessee",35.858,-86.3505
"TN",2007,"SouthEast",7,6,6,6,6,"Tennessee",35.858,-86.3505
"TN",2008,"SouthEast",7,5.5,5.5,5.5,5.5,"Tennessee",35.858,-86.3505
"TN",2009,"SouthEast",7,5.5,5.5,5.5,5.5,"Tennessee",35.858,-86.3505
"TN",2010,"SouthEast",7,5.5,5.5,5.5,5.5,"Tennessee",35.858,-86.3505
"TN",2011,"SouthEast",7,5.5,5.5,5.5,5.5,"Tennessee",35.858,-86.3505
"TN",2012,"SouthEast",7,5.5,5.5,5.5,5.5,"Tennessee",35.858,-86.3505
"TN",2013,"SouthEast",7,5.25,5.25,5.25,5.25,"Tennessee",35.858,-86.3505
"TN",2014,"SouthEast",7,5,5,5,5,"Tennessee",35.858,-86.3505
"TX",2004,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2005,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2006,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2007,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2008,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2009,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2010,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2011,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2012,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2013,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"TX",2014,"SouthWest",6.25,0,6.25,6.25,6.25,"Texas",31.4757,-99.3312
"UT",2004,"West",4.75,4.75,4.75,4.75,4.75,"Utah",39.3055,-111.6703
"UT",2005,"West",4.75,4.75,4.75,4.75,4.75,"Utah",39.3055,-111.6703
"UT",2006,"West",4.75,4.75,4.75,4.75,4.75,"Utah",39.3055,-111.6703
"UT",2007,"West",4.75,2.75,2.75,2.75,2.75,"Utah",39.3055,-111.6703
"UT",2008,"West",4.65,1.75,1.75,1.75,1.75,"Utah",39.3055,-111.6703
"UT",2009,"West",4.7,1.75,1.75,1.75,1.75,"Utah",39.3055,-111.6703
"UT",2010,"West",4.7,1.75,1.75,1.75,1.75,"Utah",39.3055,-111.6703
"UT",2011,"West",4.7,1.75,1.75,1.75,1.75,"Utah",39.3055,-111.6703
"UT",2012,"West",4.7,1.75,1.75,1.75,1.75,"Utah",39.3055,-111.6703
"UT",2013,"West",4.7,1.75,1.75,1.75,1.75,"Utah",39.3055,-111.6703
"UT",2014,"West",4.7,1.75,1.75,1.75,1.75,"Utah",39.3055,-111.6703
"VA",2004,"SouthEast",3.5,1,3.5,1,3.5,"Virginia",37.5215,-78.8537
"VA",2005,"SouthEast",4,1.5,4,1.5,4,"Virginia",37.5215,-78.8537
"VA",2006,"SouthEast",4,1.5,4,1.5,4,"Virginia",37.5215,-78.8537
"VA",2007,"SouthEast",4,1.5,4,1.5,4,"Virginia",37.5215,-78.8537
"VA",2008,"SouthEast",4,1.5,4,1.5,4,"Virginia",37.5215,-78.8537
"VA",2009,"SouthEast",4,1.5,4,1.5,4,"Virginia",37.5215,-78.8537
"VA",2010,"SouthEast",4,1.5,4,1.5,4,"Virginia",37.5215,-78.8537
"VA",2011,"SouthEast",4,1.5,4,1.5,4,"Virginia",37.5215,-78.8537
"VA",2012,"SouthEast",4,1.5,4,1.5,4,"Virginia",37.5215,-78.8537
"VA",2013,"SouthEast",4,1.5,4,1.5,4,"Virginia",37.5215,-78.8537
"VA",2014,"SouthEast",4.3,1.5,5.3,1.5,5.3,"Virginia",37.5215,-78.8537
"VT",2004,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2005,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2006,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2007,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2008,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2009,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2010,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2011,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2012,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2013,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"VT",2014,"Northeast",6,0,0,0,0,"Vermont",44.0687,-72.6658
"WA",2004,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2005,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2006,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2007,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2008,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2009,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2010,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2011,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2012,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2013,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WA",2014,"West",6.5,0,6.5,0,6.5,"Washington",47.3826,-120.4472
"WI",2004,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2005,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2006,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2007,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2008,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2009,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2010,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2011,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2012,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2013,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WI",2014,"Midwest",5,0,5,5,0,"Wisconsin",44.6243,-89.9941
"WV",2004,"SouthEast",6,6,0,6,6,"West Virginia",38.6409,-80.6227
"WV",2005,"SouthEast",6,6,0,6,6,"West Virginia",38.6409,-80.6227
"WV",2006,"SouthEast",6,5,5,5,5,"West Virginia",38.6409,-80.6227
"WV",2007,"SouthEast",6,5,5,5,5,"West Virginia",38.6409,-80.6227
"WV",2008,"SouthEast",6,4,6,4,6,"West Virginia",38.6409,-80.6227
"WV",2009,"SouthEast",6,3,6,3,6,"West Virginia",38.6409,-80.6227
"WV",2010,"SouthEast",6,3,6,3,6,"West Virginia",38.6409,-80.6227
"WV",2011,"SouthEast",6,3,6,3,6,"West Virginia",38.6409,-80.6227
"WV",2012,"SouthEast",6,2,6,2,6,"West Virginia",38.6409,-80.6227
"WV",2013,"SouthEast",6,1,6,1,6,"West Virginia",38.6409,-80.6227
"WV",2014,"SouthEast",6,0,6,0,6,"West Virginia",38.6409,-80.6227
"WY",2004,"West",4,4,4,4,4,"Wyoming",42.9957,-107.5512
"WY",2005,"West",4,4,4,4,4,"Wyoming",42.9957,-107.5512
"WY",2006,"West",4,4,4,4,4,"Wyoming",42.9957,-107.5512
"WY",2007,"West",4,0,4,0,4,"Wyoming",42.9957,-107.5512
"WY",2008,"West",4,0,4,0,4,"Wyoming",42.9957,-107.5512
"WY",2009,"West",4,0,4,0,4,"Wyoming",42.9957,-107.5512
"WY",2010,"West",4,0,4,0,4,"Wyoming",42.9957,-107.5512
"WY",2011,"West",4,0,4,0,4,"Wyoming",42.9957,-107.5512
"WY",2012,"West",4,0,4,0,4,"Wyoming",42.9957,-107.5512
"WY",2013,"West",4,0,4,0,4,"Wyoming",42.9957,-107.5512
"WY",2014,"West",4,0,4,0,4,"Wyoming",42.9957,-107.5512
